2023-05-08 10:12:50.412603,0.29,0.38
2023-05-08 10:12:50.471598,0.33,0.48
2023-05-08 10:12:50.494023,0.33,0.48
2023-05-08 10:12:50.523461,0.35,0.51
2023-05-08 10:12:50.556817,0.22,0.46
2023-05-08 10:12:50.589159,0.15,0.46
2023-05-08 10:12:50.620541,0.16,0.37
2023-05-08 10:12:52.083653,0.21,0.32
2023-05-08 10:12:52.108808,0.21,0.32
2023-05-08 10:12:52.157763,0.2,0.29
2023-05-08 10:12:52.204415,0.23,0.36
2023-05-08 10:12:52.236614,0.23,0.37
2023-05-08 10:12:52.268344,0.24,0.28
2023-05-08 10:12:52.300440,0.29,0.34
2023-05-08 10:12:52.334197,0.26,0.33
2023-05-08 10:12:52.380842,0.27,0.31
2023-05-08 10:12:52.411641,0.21,0.33
2023-05-08 10:12:52.444595,0.1,0.34
2023-05-08 10:12:52.477233,0.14,0.34
2023-05-08 10:12:52.509006,0.11,0.34
2023-05-08 10:12:52.540314,0.1,0.34
2023-05-08 10:12:52.603257,0.09,0.32
2023-05-08 10:12:52.630450,0.09,0.35
2023-05-08 10:12:52.668502,0.09,0.35
2023-05-08 10:12:52.701705,0.1,0.32
2023-05-08 10:12:52.748834,0.11,0.33
2023-05-08 10:12:52.780543,0.1,0.32
2023-05-08 10:12:52.811533,0.09,0.34
2023-05-08 10:12:52.844266,0.1,0.32
2023-05-08 10:12:52.876810,0.06,0.37
2023-05-08 10:12:52.907572,0.13,0.33
2023-05-08 10:12:52.941995,0.09,0.34
2023-05-08 10:12:52.997027,0.06,0.33
2023-05-08 10:12:53.020318,0.08,0.34
2023-05-08 10:12:53.052271,0.07,0.31
2023-05-08 10:12:53.195579,0.05,0.35
2023-05-08 10:12:53.354776,0.06,0.28
2023-05-08 10:12:53.517014,0.09,0.28
2023-05-08 10:12:53.659660,0.09,0.31
2023-05-08 10:12:53.819285,0.07,0.29
2023-05-08 10:12:53.979463,0.1,0.27
2023-05-08 10:12:54.141134,0.1,0.28
2023-05-08 10:12:54.286043,0.1,0.28
2023-05-08 10:12:54.459608,0.12,0.29
2023-05-08 10:12:54.619879,0.1,0.3
2023-05-08 10:12:54.778926,0.11,0.34
2023-05-08 10:12:54.940058,0.16,0.35
2023-05-08 10:12:55.083737,0.16,0.38
2023-05-08 10:12:55.227706,0.17,0.25
2023-05-08 10:12:55.371756,0.16,0.27
2023-05-08 10:12:55.531645,0.17,0.33
2023-05-08 10:12:55.675006,0.13,0.34
2023-05-08 10:12:55.818910,0.12,0.34
2023-05-08 10:12:55.963913,0.16,0.35
2023-05-08 10:12:56.124529,0.14,0.37
2023-05-08 10:12:56.267526,0.21,0.4
2023-05-08 10:12:56.411947,0.16,0.35
2023-05-08 10:12:56.555650,0.19,0.32
2023-05-08 10:12:56.715649,0.17,0.32
2023-05-08 10:12:56.859360,0.17,0.36
2023-05-08 10:12:57.018287,0.17,0.34
2023-05-08 10:12:57.164090,0.17,0.36
2023-05-08 10:12:57.307993,0.14,0.36
2023-05-08 10:12:57.467545,0.17,0.36
2023-05-08 10:12:57.613700,0.19,0.38
2023-05-08 10:12:57.789278,0.16,0.36
2023-05-08 10:12:57.947604,0.17,0.41
2023-05-08 10:12:58.109065,0.15,0.42
2023-05-08 10:12:58.252224,0.15,0.38
2023-05-08 10:12:58.412095,0.15,0.34
2023-05-08 10:12:58.571406,0.13,0.34
2023-05-08 10:12:58.746432,0.13,0.29
2023-05-08 10:12:58.912301,0.13,0.3
2023-05-08 10:12:59.067052,0.14,0.29
2023-05-08 10:12:59.211422,0.12,0.29
2023-05-08 10:12:59.356185,0.1,0.3
2023-05-08 10:12:59.516830,0.12,0.29
2023-05-08 10:12:59.690209,0.13,0.28
2023-05-08 10:12:59.834607,0.09,0.27
2023-05-08 10:12:59.979729,0.11,0.28
2023-05-08 10:13:00.139398,0.11,0.27
2023-05-08 10:13:00.284859,0.12,0.26
2023-05-08 10:13:00.444295,0.12,0.29
2023-05-08 10:13:00.604058,0.11,0.31
2023-05-08 10:13:00.763045,0.11,0.27
2023-05-08 10:13:00.908040,0.12,0.35
2023-05-08 10:13:01.066447,0.11,0.32
2023-05-08 10:13:01.227926,0.12,0.31
2023-05-08 10:13:01.372619,0.17,0.32
2023-05-08 10:13:01.531284,0.17,0.32
2023-05-08 10:13:01.692428,0.17,0.36
2023-05-08 10:13:01.835471,0.14,0.31
2023-05-08 10:13:02.010791,0.15,0.31
2023-05-08 10:13:02.155393,0.14,0.32
2023-05-08 10:13:02.315744,0.19,0.23
2023-05-08 10:13:02.459221,0.12,0.33
2023-05-08 10:13:02.618953,0.12,0.34
2023-05-08 10:13:02.620215,0.58,0.38
2023-05-08 10:13:02.667249,0.11,0.35
2023-05-08 10:13:02.701511,0.11,0.35
2023-05-08 10:13:02.737668,0.18,0.29
2023-05-08 10:13:02.767632,0.21,0.29
2023-05-08 10:13:02.778735,0.5,0.36
2023-05-08 10:13:02.813112,0.21,0.29
2023-05-08 10:13:02.813112,0.5,0.36
2023-05-08 10:13:02.862803,0.16,0.25
2023-05-08 10:13:02.862803,0.49,0.35
2023-05-08 10:13:02.909004,0.15,0.28
2023-05-08 10:13:02.946026,0.16,0.27
2023-05-08 10:13:02.946026,0.49,0.27
2023-05-08 10:13:02.991661,0.17,0.29
2023-05-08 10:13:03.038732,0.18,0.25
2023-05-08 10:13:03.068066,0.18,0.25
2023-05-08 10:13:03.102001,0.16,0.27
2023-05-08 10:13:03.137367,0.19,0.27
2023-05-08 10:13:03.171290,0.19,0.27
2023-05-08 10:13:03.229030,0.16,0.2
2023-05-08 10:13:03.275693,0.16,0.2
2023-05-08 10:13:03.309571,0.16,0.26
2023-05-08 10:13:03.356401,0.18,0.24
2023-05-08 10:13:03.390542,0.18,0.24
2023-05-08 10:13:03.430781,0.18,0.23
2023-05-08 10:13:03.453252,0.17,0.28
2023-05-08 10:13:03.483576,0.11,0.29
2023-05-08 10:13:03.517591,0.11,0.29
2023-05-08 10:13:03.551587,0.2,0.19
2023-05-08 10:13:03.579944,0.2,0.19
2023-05-08 10:13:03.613804,0.2,0.23
2023-05-08 10:13:03.660176,0.18,0.23
2023-05-08 10:13:03.802880,0.18,0.23
2023-05-08 10:13:03.947539,0.15,0.28
2023-05-08 10:13:04.090816,0.16,0.25
2023-05-08 10:13:04.234582,0.16,0.31
2023-05-08 10:13:04.396166,0.12,0.28
2023-05-08 10:13:04.556013,0.14,0.24
2023-05-08 10:13:04.748382,0.16,0.34
2023-05-08 10:13:04.907087,0.15,0.3
2023-05-08 10:13:05.066614,0.12,0.31
2023-05-08 10:13:05.228014,0.21,0.26
2023-05-08 10:13:05.371830,0.19,0.39
2023-05-08 10:13:05.787467,0.15,0.31
2023-05-08 10:13:05.947393,0.18,0.39
2023-05-08 10:13:06.123696,0.16,0.38
2023-05-08 10:13:06.267879,0.1,0.32
2023-05-08 10:13:06.420293,0.13,0.36
2023-05-08 10:13:06.571289,0.13,0.36
2023-05-08 10:13:06.731634,0.14,0.35
2023-05-08 10:13:06.875394,0.12,0.41
2023-05-08 10:13:06.941761,0.3,0.5
2023-05-08 10:13:06.988962,0.3,0.5
2023-05-08 10:13:07.021250,0.33,0.61
2023-05-08 10:13:07.054055,0.32,0.64
2023-05-08 10:13:07.085175,0.33,0.6
2023-05-08 10:13:07.123717,0.33,0.6
2023-05-08 10:13:07.152577,0.34,0.64
2023-05-08 10:13:07.192013,0.31,0.66
2023-05-08 10:13:07.226634,0.31,0.66
2023-05-08 10:13:07.260197,0.33,0.63
2023-05-08 10:13:07.294171,0.33,0.63
2023-05-08 10:13:07.356104,0.33,0.64
2023-05-08 10:13:07.408903,0.35,0.59
2023-05-08 10:13:07.441628,0.35,0.59
2023-05-08 10:13:07.486406,0.35,0.52
2023-05-08 10:13:07.534146,0.3,0.54
2023-05-08 10:13:07.562585,0.3,0.54
2023-05-08 10:13:07.596293,0.31,0.51
2023-05-08 10:13:07.633567,0.32,0.5
2023-05-08 10:13:07.675049,0.32,0.5
2023-05-08 10:13:07.722615,0.34,0.47
2023-05-08 10:13:07.756103,0.34,0.38
2023-05-08 10:13:07.790094,0.34,0.38
2023-05-08 10:13:07.826366,0.3,0.3
2023-05-08 10:13:07.854655,0.28,0.37
2023-05-08 10:13:07.900978,0.28,0.37
2023-05-08 10:13:07.943712,0.31,0.39
2023-05-08 10:13:07.980098,0.32,0.36
2023-05-08 10:13:08.043692,0.32,0.36
2023-05-08 10:13:08.077699,0.33,0.39
2023-05-08 10:13:08.125865,0.3,0.39
2023-05-08 10:13:08.160036,0.28,0.4
2023-05-08 10:13:08.197295,0.28,0.39
2023-05-08 10:13:08.240884,0.31,0.39
2023-05-08 10:13:08.267342,0.31,0.39
2023-05-08 10:13:08.301156,0.31,0.41
2023-05-08 10:13:08.342339,0.29,0.47
2023-05-08 10:13:08.364453,0.29,0.47
2023-05-08 10:13:08.412819,0.29,0.53
2023-05-08 10:13:08.446551,0.26,0.54
2023-05-08 10:13:08.480261,0.26,0.54
2023-05-08 10:13:08.514156,0.28,0.54
2023-05-08 10:13:08.558939,0.28,0.54
2023-05-08 10:13:08.601743,0.31,0.48
2023-05-08 10:13:08.635688,0.31,0.48
2023-05-08 10:13:08.668816,0.3,0.5
2023-05-08 10:13:08.701959,0.3,0.5
2023-05-08 10:13:08.759347,0.32,0.45
2023-05-08 10:13:08.795908,0.3,0.47
2023-05-08 10:13:08.827899,0.3,0.47
2023-05-08 10:13:08.862077,0.28,0.5
2023-05-08 10:13:08.908318,0.29,0.42
2023-05-08 10:13:08.950735,0.26,0.43
2023-05-08 10:13:08.992056,0.29,0.49
2023-05-08 10:13:09.038253,0.26,0.52
2023-05-08 10:13:09.068673,0.26,0.52
2023-05-08 10:13:09.102427,0.24,0.51
2023-05-08 10:13:09.150040,0.27,0.52
2023-05-08 10:13:09.179668,0.27,0.52
2023-05-08 10:13:09.213683,0.27,0.42
2023-05-08 10:13:09.280834,0.27,0.42
2023-05-08 10:13:09.309774,0.29,0.41
2023-05-08 10:13:09.358157,0.28,0.43
2023-05-08 10:13:09.406086,0.28,0.43
2023-05-08 10:13:09.466764,0.28,0.39
2023-05-08 10:13:09.500990,0.3,0.39
2023-05-08 10:13:09.533232,0.3,0.39
2023-05-08 10:13:09.567615,0.29,0.39
2023-05-08 10:13:09.611750,0.29,0.39
2023-05-08 10:13:09.643832,0.29,0.39
2023-05-08 10:13:09.676135,0.29,0.41
2023-05-08 10:13:09.711837,0.16,0.4
2023-05-08 10:13:09.771406,0.16,0.4
2023-05-08 10:13:09.811876,0.12,0.4
2023-05-08 10:13:09.835279,0.15,0.4
2023-05-08 10:13:09.869269,0.14,0.39
2023-05-08 10:13:09.902968,0.14,0.39
2023-05-08 10:13:09.932004,0.14,0.39
2023-05-08 10:13:09.968054,0.14,0.39
2023-05-08 10:13:10.013201,0.13,0.39
2023-05-08 10:13:10.055333,0.13,0.38
2023-05-08 10:13:10.090594,0.13,0.38
2023-05-08 10:13:10.125005,0.12,0.42
2023-05-08 10:13:10.158826,0.15,0.41
2023-05-08 10:13:10.188362,0.15,0.41
2023-05-08 10:13:10.227270,0.11,0.4
2023-05-08 10:13:10.254545,0.15,0.43
2023-05-08 10:13:10.283466,0.15,0.43
2023-05-08 10:13:10.317558,0.16,0.43
2023-05-08 10:13:10.359085,0.11,0.4
2023-05-08 10:13:10.504909,0.11,0.4
2023-05-08 10:13:10.651653,0.11,0.39
2023-05-08 10:13:10.797612,0.15,0.39
2023-05-08 10:13:10.955122,0.15,0.37
2023-05-08 10:13:11.115415,0.16,0.38
2023-05-08 10:13:11.151706,0.3,0.39
2023-05-08 10:13:11.183125,0.3,0.39
2023-05-08 10:13:11.228406,0.28,0.4
2023-05-08 10:13:11.262859,0.28,0.4
2023-05-08 10:13:11.291470,0.29,0.4
2023-05-08 10:13:11.325504,0.27,0.48
2023-05-08 10:13:11.358422,0.27,0.48
2023-05-08 10:13:11.388295,0.3,0.53
2023-05-08 10:13:11.420246,0.31,0.59
2023-05-08 10:13:11.452199,0.31,0.61
2023-05-08 10:13:11.486601,0.31,0.61
2023-05-08 10:13:11.529631,0.32,0.72
2023-05-08 10:13:11.563518,0.31,0.78
2023-05-08 10:13:11.596177,0.31,0.78
2023-05-08 10:13:11.629098,0.32,0.92
2023-05-08 10:13:11.661731,0.32,0.92
2023-05-08 10:13:11.850132,0.31,0.97
2023-05-08 10:13:12.012277,0.28,0.96
2023-05-08 10:13:12.172727,0.29,1.0
2023-05-08 10:13:12.315815,0.3,0.84
2023-05-08 10:13:12.475506,0.33,0.92
2023-05-08 10:13:12.635587,0.3,0.76
2023-05-08 10:13:12.668911,0.31,0.47
2023-05-08 10:13:12.699903,0.29,0.45
2023-05-08 10:13:12.733788,0.29,0.45
2023-05-08 10:13:12.779170,0.29,0.41
2023-05-08 10:13:12.812297,0.28,0.42
2023-05-08 10:13:12.846569,0.28,0.42
2023-05-08 10:13:12.879779,0.19,0.37
2023-05-08 10:13:12.907262,0.19,0.37
2023-05-08 10:13:12.940969,0.16,0.37
2023-05-08 10:13:12.974475,0.21,0.35
2023-05-08 10:13:13.005101,0.21,0.35
2023-05-08 10:13:13.033735,0.16,0.31
2023-05-08 10:13:13.071010,0.17,0.34
2023-05-08 10:13:13.109588,0.15,0.3
2023-05-08 10:13:13.136280,0.15,0.3
2023-05-08 10:13:13.164433,0.14,0.3
2023-05-08 10:13:13.198555,0.14,0.31
2023-05-08 10:13:13.232347,0.14,0.31
2023-05-08 10:13:13.260469,0.15,0.3
2023-05-08 10:13:13.294108,0.15,0.3
2023-05-08 10:13:13.332421,0.17,0.32
2023-05-08 10:13:13.356693,0.15,0.3
2023-05-08 10:13:13.403750,0.15,0.3
2023-05-08 10:13:13.437882,0.14,0.32
2023-05-08 10:13:13.486114,0.24,0.33
2023-05-08 11:29:25.653625,0.25,0.36
2023-05-08 11:29:25.699225,0.31,0.36
2023-05-08 11:29:25.747486,0.31,0.36
2023-05-08 11:29:25.794124,0.32,0.36
2023-05-08 11:29:25.828884,0.34,0.35
2023-05-08 11:29:25.856845,0.33,0.36
2023-05-08 11:29:25.889883,0.32,0.35
2023-05-08 11:29:25.921752,0.32,0.38
2023-05-08 11:29:25.954369,0.33,0.38
2023-05-08 11:29:25.988391,0.33,0.38
2023-05-08 11:29:26.035392,0.29,0.38
2023-05-08 11:29:26.064289,0.29,0.37
2023-05-08 11:29:26.098053,0.3,0.39
2023-05-08 11:29:26.128685,0.3,0.4
2023-05-08 11:29:26.161535,0.29,0.37
2023-05-08 11:29:26.193422,0.28,0.37
2023-05-08 11:29:26.224928,0.28,0.38
2023-05-08 11:29:26.258008,0.29,0.37
2023-05-08 11:29:26.290979,0.3,0.37
2023-05-08 11:29:26.337583,0.31,0.38
2023-05-08 11:29:26.369326,0.29,0.38
2023-05-08 11:29:26.401602,0.29,0.39
2023-05-08 11:29:26.432404,0.28,0.38
2023-05-08 11:29:26.465664,0.29,0.38
2023-05-08 11:29:26.496566,0.3,0.38
2023-05-08 11:29:26.530158,0.32,0.38
2023-05-08 11:29:26.561017,0.3,0.38
2023-05-08 11:29:26.594582,0.29,0.38
2023-05-08 11:29:26.642933,0.3,0.37
2023-05-08 11:29:26.673901,0.29,0.38
2023-05-08 11:29:26.704864,0.3,0.39
2023-05-08 11:29:26.736455,0.29,0.39
2023-05-08 11:29:26.769596,0.27,0.38
2023-05-08 11:29:26.802116,0.29,0.37
2023-05-08 11:29:26.832704,0.28,0.37
2023-05-08 11:29:26.866153,0.29,0.37
2023-05-08 11:29:26.896830,0.29,0.39
2023-05-08 11:29:26.931011,0.28,0.38
2023-05-08 11:29:26.977607,0.28,0.38
2023-05-08 11:29:27.009812,0.28,0.37
2023-05-08 11:29:27.043190,0.29,0.39
2023-05-08 11:29:27.073879,0.26,0.36
2023-05-08 11:29:27.105876,0.28,0.36
2023-05-08 11:29:27.136822,0.21,0.37
2023-05-08 11:29:27.186399,0.16,0.38
2023-05-08 11:29:27.219600,0.18,0.37
2023-05-08 11:29:27.256391,0.18,0.36
2023-05-08 11:29:27.282020,0.18,0.36
2023-05-08 11:29:27.318552,0.22,0.35
2023-05-08 11:29:27.344719,0.23,0.37
2023-05-08 11:29:27.376846,0.24,0.36
2023-05-08 11:29:27.408732,0.26,0.37
2023-05-08 11:29:27.441748,0.27,0.38
2023-05-08 11:29:27.474317,0.26,0.37
2023-05-08 11:29:27.505616,0.26,0.37
2023-05-08 11:29:27.539873,0.3,0.38
2023-05-08 11:29:27.575672,0.3,0.38
2023-05-08 11:29:27.617232,0.3,0.38
2023-05-08 11:29:27.649869,0.29,0.37
2023-05-08 11:29:27.681487,0.28,0.38
2023-05-08 11:29:27.712759,0.28,0.4
2023-05-08 11:29:27.745769,0.27,0.4
2023-05-08 11:29:27.776640,0.27,0.38
2023-05-08 11:29:27.809645,0.26,0.39
2023-05-08 11:29:27.843695,0.26,0.38
2023-05-08 11:29:27.904434,0.26,0.38
2023-05-08 11:29:27.937356,0.26,0.39
2023-05-08 11:29:27.971098,0.26,0.39
2023-05-08 11:29:28.017438,0.23,0.38
2023-05-08 11:29:28.050451,0.26,0.41
2023-05-08 11:29:28.081820,0.25,0.4
2023-05-08 11:29:28.114654,0.22,0.39
2023-05-08 11:29:28.148008,0.25,0.37
2023-05-08 11:29:28.192946,0.22,0.38
2023-05-08 11:29:28.226456,0.2,0.37
2023-05-08 11:29:28.258308,0.27,0.4
2023-05-08 11:29:28.288247,0.23,0.38
2023-05-08 11:29:28.321666,0.24,0.38
2023-05-08 11:29:28.357536,0.24,0.36
2023-05-08 11:29:28.387981,0.25,0.37
2023-05-08 11:29:28.434315,0.24,0.35
2023-05-08 11:29:28.475531,0.24,0.35
2023-05-08 11:29:28.534992,0.23,0.35
2023-05-08 11:29:28.561685,0.23,0.35
2023-05-08 11:29:28.594999,0.27,0.35
2023-05-08 11:29:28.632639,0.23,0.34
2023-05-08 11:29:28.678801,0.26,0.35
2023-05-08 11:29:28.705706,0.26,0.35
2023-05-08 11:29:28.739619,0.24,0.34
2023-05-08 11:29:28.775357,0.28,0.36
2023-05-08 11:29:28.808464,0.28,0.36
2023-05-08 11:29:28.849828,0.27,0.34
2023-05-08 11:29:28.884442,0.27,0.34
2023-05-08 11:29:28.920348,0.3,0.34
2023-05-08 11:29:28.945489,0.26,0.34
2023-05-08 11:29:28.978670,0.26,0.34
2023-05-08 11:29:29.008727,0.26,0.31
2023-05-08 11:29:29.043815,0.24,0.31
2023-05-08 11:29:29.075868,0.26,0.32
2023-05-08 11:29:29.105603,0.26,0.32
2023-05-08 11:29:29.139604,0.26,0.32
2023-05-08 11:29:29.169351,0.26,0.32
2023-05-08 11:29:29.202063,0.26,0.3
2023-05-08 11:29:29.250456,0.25,0.3
2023-05-08 11:29:29.301738,0.25,0.3
2023-05-08 11:29:29.346497,0.24,0.28
2023-05-08 11:29:29.394270,0.27,0.3
2023-05-08 11:29:29.443105,0.27,0.3
2023-05-08 11:29:29.473147,0.23,0.29
2023-05-08 11:29:29.506185,0.27,0.31
2023-05-08 11:29:29.539765,0.26,0.29
2023-05-08 11:29:29.568419,0.26,0.29
